	Lineage
id48296	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_pittii; 48296
id40216	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_radioresistens; 40216
id108981	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_schindleri; 108981
id1530123	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_seifertii; 1530123
id2905879	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_SH20PTE14; 2905879
id469	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_sp; 469
id202956	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_towneri; 202956
id1646498	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_TTH0-4; 1646498
id108980	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_ursingii; 108980
id70346	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_variabilis; 70346
id52133	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_venetianus; 52133
id2601122	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_YH12138; 2601122
id476	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella; Moraxella_bovis; 476
id386891	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella; Moraxella_bovoculi; 386891
id480	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella; Moraxella_catarrhalis; 480
id34062	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella; Moraxella_osloensis; 34062
id29433	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella; Moraxella_ovis; 29433
id475	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella; Moraxella_sp; 475
id468	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; NA; Moraxellaceae_sp; 468
id718	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_equuli; 718
id2774188	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_GY-402; 2774188
id51049	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_indolicus; 51049
id720	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_lignieresii; 720
id715	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_pleuropneumoniae; 715
id189834	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_porcitonsillarum; 189834
id713	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_sp; 713
id716	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Actinobacillus; Actinobacillus_suis; 716
id714	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; Aggregatibacter_actinomycetemcomitans; 714
id416916	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; Aggregatibacter_sp; 416916
id762	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Avibacterium; Avibacterium_volantium; 762
id697331	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Basfia; Basfia_sp; 697331
id653940	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Basfia; Basfia_succiniciproducens; 653940
id750	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Gallibacterium; Gallibacterium_anatis; 750
id738	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Glaesserella; Glaesserella_parasuis; 738
id2094023	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Glaesserella; Glaesserella_sp; 2094023
id197575	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_aegyptius; 197575
id730	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_ducreyi; 730
id726	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_haemolyticus; 726
id727	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_influenzae; 727
id712310	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_oral_taxon_036; 712310
id729	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_parainfluenzae; 729
id249188	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_pittmaniae; 249188
id724	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_sp; 724
id731	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Histophilus; Histophilus_somni; 731
id85402	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Mannheimia; Mannheimia_granulomatis; 85402
id75985	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Mannheimia; Mannheimia_haemolytica; 75985
id2679994	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Mannheimia; Mannheimia_ovis; 2679994
id75984	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Mannheimia; Mannheimia_sp; 75984
id85404	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Mannheimia; Mannheimia_varigena; 85404
id2679995	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Mannheimia; Mannheimia_ZY171111; 2679995
id753	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella; Pasteurella_canis; 753
id754	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella; Pasteurella_dagmatis; 754
id747	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella; Pasteurella_multocida; 747
id745	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Pasteurella; Pasteurella_sp; 745
id2778911	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Rodentibacter; Rodentibacter_haemolyticus; 2778911
id1960084	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Rodentibacter; Rodentibacter_sp; 1960084
id1443036	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Vespertiliibacter; Vespertiliibacter_pulmonis; 1443036
id712	Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; NA; Pasteurellaceae_sp; 712
id1881017	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_7SR1; 1881017
id2748080	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_ABC1; 2748080
id2774873	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_ADPe; 2774873
id287	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_aeruginosa; 287
id47877	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_amygdali; 47877
id1294143	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_ATCC_13867; 1294143
id2971912	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_CBS; 2971912
id587753	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_chlororaphis; 587753
id53408	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_citronellolis; 53408
id359110	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_extremaustralis; 359110
id294	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_fluorescens; 294
id46680	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_nitroreducens; 46680
id301	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_oleovorans; 301
id380021	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_protegens; 380021
id286	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_sp; 286
id2901164	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Stutzerimonas; Stutzerimonas_sp; 2901164
id135621	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; NA; Pseudomonadaceae_sp; 135621
id38293	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium; Photobacterium_damselae; 38293
id300876	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio_europaeus; 300876
id670	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio_parahaemolyticus; 670
id104609	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio_penaeicida; 104609
id2819101	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio_SCSIO_43136; 2819101
id662	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio_sp; 662
id641	Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; NA; Vibrionaceae_sp; 641
id2911539	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter; Luteibacter_353; 2911539
id2571115	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; Pseudoxanthomonas_X-1; 2571115
id40324	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas_maltophilia; 40324
id56448	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_arboricola; 56448
id346	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_citri; 346
id456327	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_euvesicatoria; 456327
id56454	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_hortorum; 56454
id2053930	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_prunicola; 2053930
id56458	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_sacchari; 56458
id338	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas_sp; 338
id135614	Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; NA; NA; Xanthomonadales_sp; 135614
id1236	Bacteria; Pseudomonadota; Gammaproteobacteria; NA; NA; NA; Gammaproteobacteria_sp; 1236
id1224	Bacteria; Pseudomonadota; NA; NA; NA; NA; Pseudomonadota_sp; 1224
id69710	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema; Treponema_vincentii; 69710
id239935	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia; Akkermansia_muciniphila; 239935
id239934	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia; Akkermansia_sp; 239934
id2	Bacteria; NA; NA; NA; NA; NA; Bacteria_sp; 2
id0	Unclassified; Unclassified; Unclassified; Unclassified; Unclassified; Unclassified; Unclassified_sp; 0
id2846260	Viruses; Uroviricota; Caudoviricetes; NA; NA; Biseptimavirus; Biseptimavirus_IME136101; 2846260
id2846286	Viruses; Uroviricota; Caudoviricetes; NA; NA; Coventryvirus; Coventryvirus_SP120; 2846286
id2846288	Viruses; Uroviricota; Caudoviricetes; NA; NA; Coventryvirus; Coventryvirus_SP276; 2846288
id326036	Viruses; Uroviricota; Caudoviricetes; NA; NA; Dubowvirus; Dubowvirus_ETA2; 326036
id1347760	Viruses; Uroviricota; Caudoviricetes; NA; NA; Dubowvirus; Staphylococcus_phage_SA12; 1347760
id2846269	Viruses; Uroviricota; Caudoviricetes; NA; NA; Peeveelvirus; Peeveelvirus_PV83; 2846269
id2846271	Viruses; Uroviricota; Caudoviricetes; NA; NA; Peeveelvirus; Peeveelvirus_PVL; 2846271
id55511	Viruses; Uroviricota; Caudoviricetes; NA; NA; Phietavirus; Phietavirus_pv187; 55511
id2846250	Viruses; Uroviricota; Caudoviricetes; NA; NA; Phietavirus; Phietavirus_pv3MRA; 2846250
id320844	Viruses; Uroviricota; Caudoviricetes; NA; NA; Phietavirus; Phietavirus_pv71; 320844
id320849	Viruses; Uroviricota; Caudoviricetes; NA; NA; Phietavirus; Phietavirus_pv92; 320849
id1623298	Viruses; Uroviricota; Caudoviricetes; NA; NA; Phietavirus; Phietavirus_sp; 1623298
id1464127	Viruses; Uroviricota; Caudoviricetes; NA; NA; Phietavirus; Staphylococcus_phage_DW2; 1464127
id1197952	Viruses; Uroviricota; Caudoviricetes; NA; NA; Rockefellervirus; Rockefellervirus_IPLA5; 1197952
id2846300	Viruses; Uroviricota; Caudoviricetes; NA; NA; Triavirus; Triavirus_fPfSau02; 2846300
id130478	Viruses; Uroviricota; Caudoviricetes; NA; NA; Triavirus; Triavirus_SLT; 130478
id2846380	Viruses; Uroviricota; Caudoviricetes; NA; NA; Triavirus; Triavirus_st78; 2846380
id2846293	Viruses; Uroviricota; Caudoviricetes; NA; NA; Triavirus; Triavirus_StauST3982; 2846293
id43685	Viruses; Uroviricota; Caudoviricetes; NA; NA; NA; Lactococcus_phage_r1t; 43685
id1701850	Viruses; Uroviricota; Caudoviricetes; NA; NA; NA; Streptococcus_phage_A25; 1701850
id403905	Viruses; Uroviricota; Caudoviricetes; NA; NA; NA; Streptococcus_phage_P9; 403905
