	geneNAME	S1	S28	S6
K00411	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	138.362	0	94.736
K00412	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit	213.383	0	220.887
K00413	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit	210.687	0	126.151
K00424	cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]	14.8245	0	3.43602
K00425	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	708.88	765.232	319.059
K00426	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	553.896	539.433	254.266
K00427	lldP, lctP; L-lactate permease	0	50.5459	5.89032
K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	175.198	0	338.203
K00432	gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]	232.699	628.924	355.874
K00433	cpo; non-heme chloroperoxidase [EC:1.11.1.10]	127.131	0	13.7441
K00435	hemQ; hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]	0	293.332	0
K00448	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]	74.5716	0	0
K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	63.341	0	0
K00450	E1.13.11.4; gentisate 1,2-dioxygenase [EC:1.13.11.4]	267.739	0	0
K00451	HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]	266.841	22.7871	25.5247
K00452	HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]	0	0	6.38118
K00453	TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]	204.847	19.8869	8.83548
K00455	hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]	0	0	3.92688
K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	240.785	56.7606	10.3081
K00459	ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]	598.819	408.925	113.88
K00462	bphC; biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]	43.575	0	0
K00466	iaaM; tryptophan 2-monooxygenase [EC:1.13.12.3]	0	53.0318	0
K00467	E1.13.12.4; lactate 2-monooxygenase [EC:1.13.12.4]	0	164.067	219.905
K00476	ASPH; aspartate beta-hydroxylase [EC:1.14.11.16]	28.3013	0	0
K00477	PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]	149.143	0	0
K00479	gbcA, bmoA; glycine betaine monooxygenase A [EC:1.14.13.251]	56.1533	0	0
K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]	331.529	32.3162	11.7806
K00481	pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	0	28.5874	0
K00483	hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	48.9657	49.303	55.4672
K00484	hpaC; flavin reductase (NADH) [EC:1.5.1.36]	0	0	121.242
K00486	KMO; kynurenine 3-monooxygenase [EC:1.14.13.9]	0	0	15.2167
K00491	nos; nitric-oxide synthase, bacterial [EC:1.14.14.47]	0	280.488	0
K00496	alkB1_2, alkM; alkane 1-monooxygenase [EC:1.14.15.3]	0	107.721	0
K00499	CMO; choline monooxygenase [EC:1.14.15.7]	409.245	0	0
K00500	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	5.39072	29.8304	45.1591
K00507	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	172.952	83.2765	9.32634
K00508	E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3]	0	110.621	17.671
K00518	sodN; nickel superoxide dismutase [EC:1.15.1.1]	0	41.0168	0
K00520	merA; mercuric reductase [EC:1.16.1.1]	22.9106	206.741	248.866
K00523	ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	314.908	26.9302	139.404
K00525	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	1056.58	1204.4	1383.24
K00526	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	318.052	686.099	675.424
K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	628.917	201.355	287.644
K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	579.952	243.2	0
K00532	E1.12.7.2; ferredoxin hydrogenase [EC:1.12.7.2]	44.0242	0	0
K00533	E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2]	94.3376	0	26.9973
K00534	E1.12.7.2S; ferredoxin hydrogenase small subunit [EC:1.12.7.2]	24.2582	0	0
K00537	arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	407.898	467.757	626.828
K00547	mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]	66.0363	323.162	160.02
K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	1298.26	394.838	136.459
K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	518.408	545.233	964.54
K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	276.724	444.141	512.458
K00556	trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	0	123.05	6.87204
K00557	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	0	229.528	506.568
K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	466.297	356.307	1192.3
K00559	SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]	0	0	9.32634
K00560	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	278.97	618.98	612.103
K00561	ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	0	383.652	134.496
K00563	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	40.4304	84.9337	329.858
K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	0	495.101	715.674
K00566	mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	506.278	606.965	894.838
K00567	ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	349.948	544.819	379.926
K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	208.441	48.0601	162.475
K00569	TPMT, tpmT; thiopurine S-methyltransferase [EC:2.1.1.67]	168.011	0	1.96344
K00571	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	126.682	697.285	846.243
K00573	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	258.305	17.4011	125.66
K00574	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	373.307	167.796	94.2452
K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	363.874	46.4028	150.694
K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	46.2703	0	0
K00588	E2.1.1.104; caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]	56.6026	350.921	365.691
K00590	E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	96.1345	0	27.979
K00595	cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]	171.605	84.5194	59.3941
K00596	E4.1.1.64; 2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]	3.59381	0	0
K00598	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]	40.8796	70.0185	10.3081
K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	460.008	572.163	819.737
K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	743.919	718.001	1017.06
K00603	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	194.066	86.591	67.2478
K00604	MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]	488.759	472.314	809.919
K00605	gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]	391.276	455.328	399.069
K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	223.715	340.563	188.981
K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	548.056	523.275	482.516
K00610	pyrI; aspartate carbamoyltransferase regulatory subunit	99.7283	21.9585	62.8301
K00611	OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]	398.464	950.843	548.782
K00612	nodU; carbamoyltransferase [EC:2.1.3.-]	82.2085	0	15.2167
K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	869.253	1113.67	1599.71
K00616	E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]	360.729	574.649	550.745
K00619	argA; amino-acid N-acetyltransferase [EC:2.3.1.1]	14.3753	36.4593	0
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	305.474	351.75	118.788
K00625	pta; phosphate acetyltransferase [EC:2.3.1.8]	318.052	434.198	410.85
K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	1726.38	2089.78	816.791
K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	455.067	1173.74	702.912
K00631	plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	0	141.694	353.419
K00632	fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]	465.848	751.56	41.7231
K00633	lacA; galactoside O-acetyltransferase [EC:2.3.1.18]	129.826	0	64.3027
K00634	ptb; phosphate butyryltransferase [EC:2.3.1.19]	203.05	92.8056	36.8145
K00635	tgs, wax-dgat; diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]	0	207.155	1.96344
K00638	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	0	11.6007	16.6892
K00639	kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]	324.791	663.312	250.339
K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	575.01	399.396	719.11
K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	180.14	389.866	135.477
K00643	E2.3.1.37, ALAS; 5-aminolevulinate synthase [EC:2.3.1.37]	88.4976	0	0
K00645	fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	411.492	536.947	598.849
K00646	pksF; malonyl-ACP decarboxylase	247.973	0	0
K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	96.5837	137.965	304.333
K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	639.699	700.185	768.687
K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	215.18	106.478	202.234
K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	500.888	534.047	363.727
K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	450.125	697.285	643.518
K00656	E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]	1347.23	1138.53	1002.83
K00657	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	89.8453	173.596	256.72
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	299.185	711.372	464.845
K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]	220.57	225.799	491.842
K00662	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	26.9536	0	140.877
K00663	aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]	5.39072	9.11484	0
K00666	K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]	634.308	890.354	52.0312
K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]	1.79691	0	0
K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	336.471	393.595	401.033
K00675	nhoA; N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	0	340.978	2.4543
K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	251.118	67.947	293.044
K00680	ytmI; uncharacterized N-acetyltransferase [EC:2.3.1.-]	0	345.95	0
K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	1251.1	355.479	180.637
K00683	QPCT; glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	0	0	24.543
K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	102.873	111.864	54.4855
K00686	tgl; protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	23.809	0	0
K00687	pbp2B, penA; penicillin-binding protein 2B	0	638.453	465.826
K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]	576.807	581.278	1006.26
K00689	E2.4.1.5; dextransucrase [EC:2.4.1.5]	8.53531	0	33.3785
K00690	E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]	70.9778	101.92	158.548
K00691	mapA; maltose phosphorylase [EC:2.4.1.8]	255.161	61.7323	523.257
K00692	sacB; levansucrase [EC:2.4.1.10]	100.178	0	19.1435
K00693	GYS; glycogen synthase [EC:2.4.1.11]	294.693	31.0733	78.5376
K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]	168.46	39.3595	154.621
K00696	E2.4.1.14; sucrose-phosphate synthase [EC:2.4.1.14]	210.238	0	0
K00697	otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	52.1103	48.4744	1.96344
K00700	GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	551.201	387.381	634.682
K00702	E2.4.1.20; cellobiose phosphorylase [EC:2.4.1.20]	42.6765	0	43.6866
K00703	glgA; starch synthase [EC:2.4.1.21]	298.736	216.27	603.758
K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]	679.231	485.987	723.037
K00712	tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	21.5629	1065.61	53.0129
K00713	waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]	57.0518	0	0
K00720	UGCG; ceramide glucosyltransferase [EC:2.4.1.80]	13.4768	39.7738	0
K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	36.8366	103.992	45.65
K00728	POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	17.9691	193.897	18.6527
K00748	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]	256.958	64.2182	319.55
K00752	hasA; hyaluronan synthase [EC:2.4.1.212]	50.7626	0	39.7597
K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	175.648	250.244	19.6344
K00756	pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	119.944	470.243	292.062
K00757	udp, UPP; uridine phosphorylase [EC:2.4.2.3]	116.35	15.3295	421.158
K00758	deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]	176.546	112.278	19.6344
K00759	APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]	296.939	409.753	556.635
K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	170.257	438.755	446.192
K00761	upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]	367.467	451.599	650.39
K00762	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]	277.173	419.283	616.03
K00763	pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]	473.036	614.423	646.954
K00764	purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]	733.587	621.88	938.525
K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	272.231	268.888	273.409
K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]	325.24	441.241	307.278
K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	438.445	336.42	208.125
K00768	E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	185.531	125.122	111.916
K00769	gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	0	113.389
K00772	mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	21.5629	97.363	327.895
K00773	tgt; queuine tRNA-ribosyltransferase [EC:2.4.2.29]	429.91	548.133	726.964
K00782	lldG; L-lactate dehydrogenase complex protein LldG	27.4028	81.2049	195.853
K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	224.613	498.83	486.442
K00784	rnz; ribonuclease Z [EC:3.1.26.11]	143.753	881.239	725.491
K00785	lst; N-acetyllactosaminide alpha-2,3-sialyltransferase [EC:2.4.3.6]	0	0	97.1903
K00786	GALT29A; beta-1,6-galactosyltransferase [EC:2.4.1.-]	64.2394	98.1917	136.95
K00788	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	311.314	449.942	640.573
K00789	metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]	544.912	751.56	923.308
K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	794.233	1058.98	1290.47
K00791	miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]	491.005	570.92	722.546
K00793	ribE, RIB5; riboflavin synthase [EC:2.5.1.9]	232.25	256.873	233.649
K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	279.419	247.344	193.399
K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	136.565	36.8737	285.681
K00796	folP; dihydropteroate synthase [EC:2.5.1.15]	271.333	556.005	549.273
K00797	speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]	415.085	70.8471	208.125
K00798	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	199.906	109.792	149.712
K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	1850.36	152.052	47.6134
K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	457.762	776.418	876.676
K00801	FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]	6.28917	0	0
K00803	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	13.926	101.506	0
K00805	hepS; heptaprenyl diphosphate synthase component 1 [EC:2.5.1.30]	39.9812	498.002	661.189
K00806	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	390.827	597.85	660.207
K00809	DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]	0	0	22.0887
K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	859.371	738.302	703.403
K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]	3.59381	76.2332	312.187
K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	694.954	1001.39	501.659
K00819	rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]	105.568	605.308	107.989
K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	662.609	922.256	949.324
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	1038.61	315.705	446.192
K00822	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]	309.517	0	0
K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	487.86	256.873	4.41774
K00824	dat; D-alanine transaminase [EC:2.6.1.21]	268.188	257.287	73.629
K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]	4.49227	0	0
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	668	730.016	721.564
K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	295.591	0	20.6161
K00831	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	413.738	271.374	592.959
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	288.403	114.35	219.415
K00833	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	492.802	338.492	446.683
K00835	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]	10.3322	0	118.788
K00836	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	95.236	41.0168	231.686
K00839	pucG; (S)-ureidoglycine---glyoxylate transaminase [EC:2.6.1.112]	0	0	14.7258
K00840	astC; succinylornithine aminotransferase [EC:2.6.1.81]	4.49227	8.28622	22.0887
K00841	patA; aminotransferase [EC:2.6.1.-]	121.74	453.67	369.127
K00844	HK; hexokinase [EC:2.7.1.1]	98.8299	0	2.4543
K00845	glk; glucokinase [EC:2.7.1.2]	483.817	722.144	528.656
K00847	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]	227.309	568.434	552.218
K00848	rhaB; rhamnulokinase [EC:2.7.1.5]	120.842	117.664	212.542
K00849	galK; galactokinase [EC:2.7.1.6]	133.42	253.973	473.68
K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	398.464	457.399	552.709
K00851	idnK, gntK; gluconokinase [EC:2.7.1.12]	11.6799	373.708	248.866
K00852	rbsK, RBKS; ribokinase [EC:2.7.1.15]	421.824	357.55	132.041
K00853	araB; L-ribulokinase [EC:2.7.1.16]	81.7592	478.115	16.1984
K00854	xylB, XYLB; xylulokinase [EC:2.7.1.17]	581.748	210.056	395.142
K00855	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	3.59381	0	0
K00856	ADK, adoK; adenosine kinase [EC:2.7.1.20]	157.679	16.9867	0
K00857	tdk, TK; thymidine kinase [EC:2.7.1.21]	98.3806	402.71	463.372
K00858	ppnK, NADK; NAD+ kinase [EC:2.7.1.23]	266.841	514.988	626.828
K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	271.333	456.985	385.325
K00860	cysC; adenylylsulfate kinase [EC:2.7.1.25]	80.4116	120.564	2.4543
K00862	eryA; erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]	11.2307	0	0
K00863	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	92.9899	502.973	225.796
K00864	glpK, GK; glycerol kinase [EC:2.7.1.30]	342.76	629.338	739.726
K00865	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	319.849	842.708	456.009
K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]	4.49227	234.086	484.479
K00868	pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]	246.625	608.208	436.866
K00869	MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]	0	360.865	336.239
K00872	thrB; homoserine kinase [EC:2.7.1.39]	99.7283	339.735	428.03
K00873	PK, pyk; pyruvate kinase [EC:2.7.1.40]	609.151	817.85	831.517
K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	352.194	297.061	560.562
K00876	udk, UCK; uridine kinase [EC:2.7.1.48]	301.431	389.866	537.492
K00878	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	109.162	306.59	335.748
K00879	fucK; L-fuculokinase [EC:2.7.1.51]	113.205	117.664	113.88
K00880	lyxK; L-xylulokinase [EC:2.7.1.53]	56.6026	0	54.4855
K00882	fruK; 1-phosphofructokinase [EC:2.7.1.56]	178.792	282.146	349.002
K00883	dgoK; 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]	6.28917	0	0
K00884	NAGK, nagK; N-acetylglucosamine kinase [EC:2.7.1.59]	0	0	31.4151
K00885	nanK; N-acylmannosamine kinase [EC:2.7.1.60]	0	0	70.193
K00886	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	0	93.2199	20.1253
K00887	dgkA; undecaprenol kinase [EC:2.7.1.66]	111.408	232.843	163.947
K00891	aroK, aroL; shikimate kinase [EC:2.7.1.71]	373.307	375.366	337.712
K00892	gsk; inosine kinase [EC:2.7.1.73]	0	38.1166	0
K00895	pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	91.193	129.679	61.8484
K00897	aphA; kanamycin kinase [EC:2.7.1.95]	0	46.4028	46.1409
K00899	mtnK; 5-methylthioribose kinase [EC:2.7.1.100]	105.119	0	0
K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	251.118	232.843	360.291
K00906	aceK; isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]	171.605	0	0
K00912	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	224.164	79.962	375.999
K00917	lacC; tagatose 6-phosphate kinase [EC:2.7.1.144]	30.5474	368.737	284.208
K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	287.056	466.928	404.96
K00925	ackA; acetate kinase [EC:2.7.2.1]	363.874	558.077	821.209
K00926	arcC; carbamate kinase [EC:2.7.2.2]	67.8332	660.826	265.555
K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	497.743	729.187	751.998
K00928	lysC; aspartate kinase [EC:2.7.2.4]	796.479	929.713	932.634
K00929	buk; butyrate kinase [EC:2.7.2.7]	322.545	99.4346	21.5978
K00930	argB; acetylglutamate kinase [EC:2.7.2.8]	335.572	328.963	314.151
K00931	proB; glutamate 5-kinase [EC:2.7.2.11]	367.018	252.315	582.651
K00932	tdcD; propionate kinase [EC:2.7.2.15]	3.59381	21.1299	0
K00936	pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	130.725	153.709	5.39946
K00937	ppk1; polyphosphate kinase [EC:2.7.4.1]	753.802	533.218	409.377
K00938	E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]	0	280.903	376.49
K00939	adk, AK; adenylate kinase [EC:2.7.4.3]	244.379	427.983	743.162
K00940	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	330.631	415.139	355.383
