Feature ID	Taxon
seq214	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; none
seq215	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq216	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; granulosum
seq217	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq218	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; melaninogenica
seq219	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq220	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq221	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria; none
seq222	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq223	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq224	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq225	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq226	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; diminuta/naejangsanensis/vancanneytii
seq227	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax; none
seq228	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq229	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq230	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella; parvula
seq231	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; sputigena
seq232	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Nosocomiicoccus; none
seq233	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria; oralis
seq234	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; ammoniilyticum/casei/sanguinis/siliguriense
seq235	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; massiliense
seq236	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq237	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq238	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq239	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; acidophilus/casei/crispatus/helveticus/kitasatonis/plantarum
seq240	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; mediterraneensis
seq241	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Auricoccus-Abyssicoccus; none
seq242	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq243	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq244	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; prevotii/tetradius
seq245	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Dolosigranulum; pigrum
seq246	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq247	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; maltophilia/rhizophila
seq248	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Bergeyella; none
seq249	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Johnsonella; none
seq250	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; chlororaphis/deceptionensis/endophytica/fluorescens/fragi/helleri/psychrophila/putida/syringae/taiwanensis/weihenstephanensis
seq251	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; none
seq252	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; gottingense/hadale/imitans
seq253	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq254	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq255	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; mucilaginosa
seq256	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; lacrimalis
seq257	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium; arthrosphaerae/assamensis/chocolatum/enclense/hominis/hydrothermale/lemovicicum/paraoxydans/proteolyticum/schleiferi/testaceum/trichothecenolyticum/zeae
seq258	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq259	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia; cinnamea/maris/papillomatosis
seq260	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus; none
seq261	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq262	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; dorei
seq263	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq264	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; amycolatum/jeikeium/lactis/urealyticum/vitaeruminis
seq265	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; dentocariosa
seq266	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq267	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq268	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Haemophilus; none
seq269	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; mucilaginosa
seq270	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; vulgatus
seq271	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; obeum
seq272	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella; denticariosi/parvula
seq273	Bacteria; Actinobacteriota; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; catenulatum/kashiwanohense/pseudocatenulatum
seq274	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq275	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq276	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Bergeyella; none
seq277	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq278	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Empedobacter; falsenii
seq279	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Haemophilus; haemolyticus/influenzae/parainfluenzae
seq280	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; cavernae/exalbidus/fulvus/ganghwensis/hwasunensis/maritimus/oleivorans
seq281	Bacteria; none; none; none; none; none; none
seq282	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq283	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq284	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq285	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; bullata/halotolerans/terrae
seq286	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Faecalibacterium; prausnitzii
seq287	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq288	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Lelliottia; none
seq289	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus; none
seq290	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Fenollaria; massiliensis
seq291	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; jejuni/melaninogenica
seq292	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; epidermidis/warneri
seq293	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Shewanellaceae; Shewanella; algae/baltica/hafniensis/oneidensis/profunda/putrefaciens/xiamenensis
seq294	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; pneumoniae/pseudopneumoniae
seq295	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; daejeonense
seq296	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq297	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; aurea/oculi
seq298	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq299	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq300	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; vaginalis
seq301	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Moraxella; lincolnii
seq302	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; melaninogenica
seq303	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; none; none
seq304	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Sediminibacterium; none
seq305	Bacteria; Firmicutes; Bacilli; Exiguobacterales; Exiguobacteraceae; Exiguobacterium; acetylicum/aestuarii/alkaliphilum/aquaticum/arabatum/aurantiacum/chiriqhucha/himgiriensis/homiense/marinum/mexicanum/panipatensis/pavilionensis/profundum
seq306	Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; graevenitzii
seq307	Bacteria; Firmicutes; Bacilli; Exiguobacterales; Exiguobacteraceae; Exiguobacterium; antarcticum/artemiae/oxidotolerans/sibiricum/undae
seq308	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq309	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq310	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Agathobacter; none
seq311	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; aeruginosa/alcaligenes/alcaliphila/asplenii/chengduensis/composti/indoloxydans/jessenii/mendocina/nitroreducens/oleovorans/pseudoalcaligenes/sihuiensis/songnenensis/toyotomiensis/trautweinii
seq312	Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; none
seq313	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; acnes
seq314	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; none
seq315	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq316	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; aeruginosa/citronellolis/delhiensis/denitrificans/nitritireducens/nitroreducens/panipatensis
seq317	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; leadbetteri
seq318	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq319	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Eikenella; none
seq320	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq321	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mutans
seq322	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq323	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Chroococcidiopsaceae; Chroococcidiopsis PCC 7203; cubana/thermalis
seq324	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Kocuria; arsenatis/rhizophila/salsicia
seq325	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; alcaligenes
seq326	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq327	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq328	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; halotolerans/lwoffii/oleivorans/psychrotolerans
seq329	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; gilardii
seq330	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; dorei/fragilis
seq331	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; none; none
seq332	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; niabensis
seq333	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq334	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum; orale/saburreum
seq335	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; ravenspurgense
seq336	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; agglomerans/allii/ananatis/anthophila/conspicua/deleyi/stewartii/vagans
seq337	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Ruminococcus] gnavus group; none
seq338	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq339	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq340	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; haifense
seq341	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; urealyticum
seq342	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella; none
seq343	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq344	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcaceae; Peptostreptococcus; stomatis
seq345	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq346	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq347	Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; mediterranea/naeslundii/oris
seq348	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Propioniciclava; none
seq349	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; catenulatus/idriensis/indicus/pumilus
seq350	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium; aerolatum/chocolatum/foliorum/ginsengisoli/ginsengiterrae/hydrocarbonoxydans/lacticum/laevaniformans/maritypicum/mitrae/natoriense/oleivorans/oxydans/paraoxydans/phyllosphaerae/resistens/saperdae/testaceum/thalassium
seq351	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq352	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Weissella; cibaria/confusa/koreensis/minor
seq353	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; aureus
seq354	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq355	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pseudoalteromonadaceae; Pseudoalteromonas; mariniglutinosa/prydzensis
seq356	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; fulva/oleovorans/oryzihabitans/psychrotolerans
seq357	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq358	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; mitis
seq359	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; accolens/fastidiosum/segmentosum
seq360	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter; phenylpyruvicus/sanguinis
seq361	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq362	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; none; none
seq363	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcaceae; Romboutsia; ilealis/timonensis
seq364	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq365	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; asaccharolyticus/harei
seq366	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq367	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq368	Bacteria; Desulfobacterota; Desulfovibrionia; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; none
seq369	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq370	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Haemophilus; haemolyticus/influenzae
seq371	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq372	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; baumannii
seq373	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; macginleyi
seq374	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq375	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; leadbetteri
seq376	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; aureum/celere/epidermidis/iodinum/linens/oceani/permense/picturae/sandarakinum/sanguinis/sediminis/siliguriense
seq377	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; abaci/roseiflava
seq378	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
